vote,public_key_id,honest,valid
0,9,1,1
1,6,0,1
2,21,1,1
3,42,1,1
4,3,1,1
5,43,0,1
6,23,1,1
7,16,0,1
8,31,0,1
9,32,1,1
10,24,1,1
11,6,0,1
12,23,1,1
13,14,1,1
14,1,0,1
15,27,0,1
16,23,1,1
17,23,1,1
18,23,1,1
19,23,1,1
20,20,0,1
21,3,1,1
22,8,0,1
23,39,0,1
24,27,0,1
25,37,1,1
26,47,0,1
27,55,1,1
28,23,1,1
29,32,1,1
30,4,1,1
31,4,1,1
32,9,1,1
33,6,0,1
34,23,1,1
35,21,1,1
36,33,0,1
37,3,1,1
38,27,0,1
39,40,1,1
40,29,1,1
41,37,1,1
42,24,1,1
43,1,0,1
44,10,1,1
45,33,0,1
46,32,1,1
47,25,1,1
48,21,1,1
49,38,1,1
50,43,0,1
51,23,1,1
52,14,1,1
53,40,1,1
54,24,1,1
55,21,1,1
56,2,1,1
57,43,0,1
58,0,0,1
59,9,1,1
60,23,1,1
61,24,1,1
62,8,0,1
63,6,0,1
64,44,0,1
65,6,0,1
66,6,0,1
67,43,0,1
68,24,1,1
69,29,1,1
70,6,0,1
71,21,1,1
72,39,0,1
73,32,1,1
74,37,1,1
75,27,0,1
76,4,1,1
77,18,1,1
78,21,1,1
79,14,1,1
80,2,1,1
81,4,1,1
82,40,1,1
83,40,1,1
84,43,0,1
85,34,1,1
86,42,1,1
87,21,1,1
88,4,1,1
89,15,0,1
90,33,0,1
91,20,0,1
92,6,0,1
93,2,1,1
94,44,0,1
95,16,0,1
96,43,0,1
97,16,0,1
98,29,1,1
99,33,0,1
100,0,0,1
101,17,1,1
102,0,0,1
103,18,1,1
104,14,1,1
105,42,1,1
106,8,0,1
107,8,0,1
108,10,1,1
109,14,1,1
110,20,0,1
111,8,0,1
112,8,0,1
113,23,1,1
114,40,1,1
115,42,1,1
116,32,1,1
117,39,0,1
118,23,1,1
119,15,0,1
120,20,0,1
121,21,1,1
122,16,0,1
123,25,1,1
124,24,1,1
125,55,1,1
126,61,1,1
127,17,1,1
128,59,1,1
129,37,1,1
130,23,1,1
131,40,1,1
132,27,0,1
133,8,0,1
134,4,1,1
135,21,1,1
136,4,1,1
137,43,0,1
138,39,0,1
139,10,1,1
140,23,1,1
141,44,0,1
142,6,0,1
143,29,1,1
144,8,0,1
145,33,0,1
146,29,1,1
147,44,0,1
148,45,1,1
149,20,0,1
150,16,0,1
151,14,1,1
152,21,1,1
153,17,1,1
154,10,1,1
155,3,1,1
156,8,0,1
157,21,1,1
158,10,1,1
159,25,1,1
160,9,1,1
161,0,0,1
162,18,1,1
163,9,1,1
164,4,1,1
165,62,0,1
166,16,0,1
167,27,0,1
168,27,0,1
169,21,1,1
170,21,1,1
171,21,1,1
172,47,0,1
173,0,0,1
174,15,0,1
175,10,1,1
176,21,1,1
177,25,1,1
178,18,1,1
179,0,0,1
180,0,0,1
181,15,0,1
182,15,0,1
183,6,0,1
184,0,0,1
185,42,1,1
186,37,1,1
187,21,1,1
188,47,0,1
189,1,0,1
190,38,1,1
191,3,1,1
192,56,1,1
193,55,1,1
194,23,1,1
195,29,1,1
196,49,1,1
197,0,0,1
198,23,1,1
199,23,1,1
200,43,0,1
201,0,0,1
202,50,1,1
203,14,1,1
204,8,0,1
205,14,1,1
206,41,0,1
207,40,1,1
208,9,1,1
209,14,1,1
210,24,1,1
211,26,1,1
212,43,0,1
213,10,1,1
214,23,1,1
215,21,1,1
216,51,0,1
217,9,1,1
218,32,1,1
219,1,0,1
220,40,1,1
221,21,1,1
222,33,0,1
223,21,1,1
224,21,1,1
225,1,0,1
226,23,1,1
227,18,1,1
228,54,1,1
229,21,1,1
230,32,1,1
231,10,1,1
232,27,0,1
233,26,1,1
234,41,0,1
235,45,1,1
236,21,1,1
237,6,0,1
238,15,0,1
239,60,1,1
240,9,1,1
241,21,1,1
242,30,1,1
243,18,1,1
244,10,1,1
245,29,1,1
246,1,0,1
247,34,1,1
248,37,1,1
249,23,1,1
250,1,0,1
251,21,1,1
252,45,1,1
253,17,1,1
254,45,1,1
255,6,0,1
256,39,0,1
257,6,0,1
258,15,0,1
259,20,0,1
260,23,1,1
261,17,1,1
262,1,0,1
263,2,1,1
264,53,0,1
265,1,0,1
266,43,0,1
267,18,1,1
268,0,0,1
269,21,1,1
270,21,1,1
271,42,1,1
272,50,1,1
273,29,1,1
274,21,1,1
275,8,0,1
276,0,0,1
277,24,1,1
278,0,0,1
279,45,1,1
280,3,1,1
281,34,1,1
282,33,0,1
283,9,1,1
284,4,1,1
285,21,1,1
286,3,1,1
287,10,1,1
288,21,1,1
289,1,0,1
290,37,1,1
291,37,1,1
292,39,0,1
293,38,1,1
294,45,1,1
295,42,1,1
296,37,1,1
297,8,0,1
298,4,1,1
299,21,1,1
300,15,0,1
301,16,0,1
302,57,1,1
303,42,1,1
304,14,1,1
305,16,0,1
306,20,0,1
307,4,1,1
308,6,0,1
309,33,0,1
310,1,0,1
311,17,1,1
312,0,0,1
313,29,1,1
314,43,0,1
315,18,1,1
316,23,1,1
317,42,1,1
318,9,1,1
319,4,1,1
320,1,0,1
321,15,0,1
322,27,0,1
323,15,0,1
324,6,0,1
325,32,1,1
326,16,0,1
327,18,1,1
328,2,1,1
329,43,0,1
330,37,1,1
331,49,1,1
332,44,0,1
333,10,1,1
334,43,0,1
335,10,1,1
336,4,1,1
337,18,1,1
338,4,1,1
339,2,1,1
340,23,1,1
341,25,1,1
342,6,0,1
343,27,0,1
344,0,0,1
345,44,0,1
346,1,0,1
347,21,1,1
348,29,1,1
349,14,1,1
350,26,1,1
351,42,1,1
352,25,1,1
353,21,1,1
354,63,0,1
355,2,1,1
356,10,1,1
357,16,0,1
358,0,0,1
359,9,1,1
360,37,1,1
361,10,1,1
362,27,0,1
363,10,1,1
364,0,0,1
365,33,0,1
366,8,0,1
367,37,1,1
368,27,0,1
369,30,1,1
370,45,1,1
371,23,1,1
372,1,0,1
373,1,0,1
374,14,1,1
375,9,1,1
376,34,1,1
377,20,0,1
378,44,0,1
379,54,1,1
380,32,1,1
381,44,0,1
382,33,0,1
383,25,1,1
384,3,1,1
385,2,1,1
386,37,1,1
387,37,1,1
388,43,0,1
389,23,1,1
390,10,1,1
391,41,0,1
392,32,1,1
393,24,1,1
394,8,0,1
395,45,1,1
396,26,1,1
397,2,1,1
398,20,0,1
399,17,1,1
400,0,0,1
401,29,1,1
402,37,1,1
403,23,1,1
404,6,0,1
405,50,1,1
406,23,1,1
407,23,1,1
408,18,1,1
409,9,1,1
410,0,0,1
411,49,1,1
412,44,0,1
413,14,1,1
414,0,0,1
415,10,1,1
416,49,1,1
417,4,1,1
418,14,1,1
419,9,1,1
420,25,1,1
421,1,0,1
422,10,1,1
423,14,1,1
424,49,1,1
425,8,0,1
426,0,0,1
427,0,0,1
428,40,1,1
429,43,0,1
430,4,1,1
431,16,0,1
432,32,1,1
433,33,0,1
434,17,1,1
435,2,1,1
436,1,0,1
437,24,1,1
438,17,1,1
439,21,1,1
440,21,1,1
441,32,1,1
442,24,1,1
443,21,1,1
444,6,0,1
445,33,0,1
446,54,1,1
447,1,0,1
448,54,1,1
449,45,1,1
450,17,1,1
451,0,0,1
452,37,1,1
453,39,0,1
454,45,1,1
455,31,0,1
456,37,1,1
457,21,1,1
458,34,1,1
459,49,1,1
460,33,0,1
461,27,0,1
462,21,1,1
463,9,1,1
464,27,0,1
465,25,1,1
466,43,0,1
467,2,1,1
468,45,1,1
469,27,0,1
470,0,0,1
471,18,1,1
472,49,1,1
473,21,1,1
474,31,0,1
475,15,0,1
476,42,1,1
477,6,0,1
478,0,0,1
479,21,1,1
480,16,0,1
481,6,0,1
482,35,1,1
483,8,0,1
484,14,1,1
485,45,1,1
486,6,0,1
487,25,1,1
488,40,1,1
489,27,0,1
490,8,0,1
491,21,1,1
492,24,1,1
493,4,1,1
494,17,1,1
495,1,0,1
496,34,1,1
497,42,1,1
498,3,1,1
499,29,1,1
500,14,1,1
501,18,1,1
502,39,0,1
503,6,0,1
504,10,1,1
505,0,0,1
506,0,0,1
507,3,1,1
508,21,1,1
509,49,1,1
510,21,1,1
511,2,1,1
512,32,1,1
513,4,1,1
514,10,1,1
515,57,1,1
516,18,1,1
517,14,1,1
518,17,1,1
519,20,0,1
520,31,0,1
521,29,1,1
522,4,1,1
523,27,0,1
524,25,1,1
525,17,1,1
526,29,1,1
527,15,0,1
528,31,0,1
529,41,0,1
530,10,1,1
531,10,1,1
532,43,0,1
533,3,1,1
534,42,1,1
535,3,1,1
536,10,1,1
537,32,1,1
538,24,1,1
539,2,1,1
540,3,1,1
541,29,1,1
542,42,1,1
543,17,1,1
544,38,1,1
545,32,1,1
546,0,0,1
547,16,0,1
