vote,public_key_id,honest,valid
0,10,1,1
1,21,1,1
2,29,1,1
3,23,0,1
4,37,0,1
5,0,1,1
6,18,1,1
7,16,0,1
8,0,1,1
9,18,1,1
10,1,1,1
11,33,1,1
12,10,1,1
13,14,1,1
14,3,1,1
15,21,1,1
16,13,1,1
17,6,1,1
18,9,1,1
19,36,0,1
20,16,0,1
21,21,1,1
22,59,1,1
23,21,1,1
24,13,1,1
25,32,0,1
26,1,1,1
27,14,1,1
28,44,0,1
29,14,1,1
30,48,0,1
31,28,1,1
32,7,0,1
33,2,0,1
34,37,0,1
35,33,1,1
36,48,0,1
37,23,0,1
38,10,1,1
39,0,1,1
40,2,0,1
41,18,1,1
42,32,0,1
43,21,1,1
44,17,0,1
45,4,1,1
46,37,0,1
47,44,0,1
48,2,0,1
49,1,1,1
50,12,1,1
51,13,1,1
52,32,0,1
53,48,0,1
54,7,0,1
55,5,1,1
56,56,1,1
57,27,1,1
58,16,0,1
59,37,0,1
60,20,1,1
61,15,1,1
62,0,1,1
63,48,0,1
64,42,0,1
65,7,0,1
66,37,0,1
67,0,1,1
68,20,1,1
69,4,1,1
70,8,1,1
71,8,1,1
72,58,1,1
73,8,1,1
74,18,1,1
75,43,1,1
76,11,1,1
77,6,1,1
78,10,1,1
79,4,1,1
80,1,1,1
81,40,1,1
82,61,1,1
83,14,1,1
84,31,0,1
85,37,0,1
86,55,1,1
87,7,0,1
88,0,1,1
89,21,1,1
90,25,1,1
91,14,1,1
92,16,0,1
93,32,0,1
94,10,1,1
95,22,0,1
96,9,1,1
97,0,1,1
98,9,1,1
99,7,0,1
100,27,1,1
101,3,1,1
102,1,1,1
103,27,1,1
104,3,1,1
105,23,0,1
106,7,0,1
107,7,0,1
108,12,1,1
109,12,1,1
110,2,0,1
111,62,1,1
112,55,1,1
113,1,1,1
114,40,1,1
115,23,0,1
116,3,1,1
117,4,1,1
118,48,0,1
119,23,0,1
120,55,1,1
121,21,1,1
122,43,1,1
123,34,1,1
